소재지전체주소,도로명전체주소,사업장명,의료기관종별명,의료인수,입원실수,병상수,진료과목내용명
,서울특별시 영등포구 영중로 100 (영등포동7가),신화요양병원,요양병원(일반요양병원),30,35,172,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 재활의학과, 침구과"
,"서울특별시 영등포구 가마산로 381 (대림동, 한세빌딩)",대림요양병원,요양병원(일반요양병원),39,36,190,"내과, 신경과, 외과, 정형외과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
,"서울특별시 영등포구 대림로 223 (대림동, 명지춘혜병원)",의료법인 춘혜의료재단 명지춘혜재활병원,병원,50,65,224,"내과, 신경과, 정형외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과"
,서울특별시 중랑구 공릉로 76 (묵동),의료법인한국의료재단프라임병원,병원,1,9,30,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과"
서울특별시 중랑구 망우본동 227번지,서울특별시 중랑구 양원역로 38 (망우동),서울특별시 북부병원,병원,136,50,200,"내과, 신경과, 정신건강의학과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",로하스동서울요양병원,요양병원(일반요양병원),21,24,128,"내과, 신경과, 정신건강의학과, 정형외과, 재활의학과, 가정의학과, 침구과"
,서울특별시 중랑구 신내로 156 (신내동),서울특별시서울의료원,종합병원,991,176,651,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 침구과, 구강악안면외과, 치과보철과, 치과보존과"
,"서울특별시 영등포구 도신로 41 (대림동, 코스모메디칼)",새롬한방병원,한방병원,9,16,49,"정형외과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
,"서울특별시 영등포구 양평로 99, 지하2, 6~9층 (양평동4가, 대명빌딩)",대명요양병원,요양병원(일반요양병원),24,38,200,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 가정의학과, 한방내과, 한방재활의학과, 침구과"
,서울특별시 영등포구 영중로 59 (영등포동6가),새길병원,병원,23,13,51,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
서울특별시 영등포구 신길동 505번지 2층~7층,"서울특별시 영등포구 여의대방로 145, 2~7층 (신길동, 세인트빌딩)",서울바른병원,병원,10,20,80,"내과, 신경과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 이비인후과, 영상의학과, 재활의학과, 가정의학과"
서울특별시 영등포구 신길동 65번지 33호,"서울특별시 영등포구 영등포로 386 (신길동, 동인빌딩)",어울림병원,병원,38,15,57,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
,서울특별시 영등포구 경인로 767 (문래동3가),서울센트럴요양병원,요양병원(일반요양병원),68,69,378,"내과, 신경과, 신경외과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 침구과"
서울특별시 중랑구 중화동 110번지 43호,"서울특별시 중랑구 봉화산로 64 (중화동, 디엔에프병원)",디앤에프병원,병원,25,18,66,"내과, 정형외과"
,"서울특별시 중랑구 동일로 679 (면목동, 88병원)",팔팔병원,병원,57,15,86,"내과, 정형외과, 신경외과, 영상의학과"
서울특별시 중랑구 망우동 489-1 삼부빌딩,"서울특별시 중랑구 망우로 403, 삼부빌딩 5~7층 (망우동)",마인드웰병원,정신병원,22,60,259,정신건강의학과
,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",연세본병원,병원,23,9,53,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
서울특별시 중랑구 면목동 179-24 화성빌딩,"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",늘찬병원,병원,35,14,43,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
서울특별시 은평구 대조동 187번지 51호,서울특별시 은평구 통일로 809-1 (대조동),문치과병원,치과병원,2,0,0,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과"
서울특별시 은평구 갈현동 462번지 52호,서울특별시 은평구 연서로 177 (갈현동),은평연세병원,병원,27,24,73,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 진단검사의학과, 가정의학과, 응급의학과"
,"서울특별시 은평구 서오릉로 149, 세웅그룹빌딩 3~9층 (구산동)",하나효요양병원,요양병원(일반요양병원),39,33,193,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 재활의학과, 가정의학과, 한방내과, 침구과"
,서울특별시 서대문구 수색로 131 (북가좌동),사랑요양병원,요양병원(일반요양병원),18,18,97,"내과, 신경과, 외과, 가정의학과, 한방내과"
,서울특별시 서대문구 성산로 365-14 (연희동),의료법인제민의료재단동서한방병원,한방병원,45,25,88,"재활의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",의료법인동신의료재단 동신병원,종합병원,115,59,205,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 비뇨의학과, 영상의학과, 병리과, 가정의학과, 응급의학과"
,서울특별시 서대문구 연세로 50-1 (신촌동),연세대학교의과대학세브란스병원,종합병원,4837,832,2463,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 구강악안면외과"
서울특별시 서대문구 신촌동 134번지,서울특별시 서대문구 연세로 50-1 (신촌동),연세대학교치과대학치과병원,치과병원,205,3,7,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 통합치의학과"
,서울특별시 영등포구 신길로 173 (신길동),재단법인한국산업보건환경연구소부설 해상병원,정신병원,18,42,180,"내과, 신경과, 정신건강의학과, 직업환경의학과"
서울특별시 영등포구 영등포동4가 153번지 1호,서울특별시 영등포구 영신로34길 5 (영등포동4가),덕수의료재단 서울브레인병원,병원,25,30,112,"내과, 신경과, 재활의학과"
서울특별시 영등포구 문래동2가 39번지 10호,서울특별시 영등포구 경인로77길 6 (문래동2가),로하스참사랑요양병원,요양병원(일반요양병원),16,18,106,"내과, 심장혈관흉부외과, 재활의학과, 한방내과"
,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",한강수병원,병원,56,15,46,"내과, 외과, 정형외과, 성형외과, 마취통증의학과, 소아청소년과, 직업환경의학과"
서울특별시 영등포구 신길동 861번지 일이빌딩,"서울특별시 영등포구 여의대방로 203 (신길동, 일이빌딩)",연세베스트요양병원,요양병원(일반요양병원),60,44,243,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 이비인후과, 피부과, 재활의학과, 가정의학과, 침구과"
인천광역시 미추홀구 숭의동 177번지 29호 상아빌딩 지2~9층,"인천광역시 미추홀구 경인로 46, 상아빌딩 지2~9층 (숭의동)",인천드림요양병원,요양병원(일반요양병원),26,40,216,"내과, 신경과, 외과, 정형외과, 신경외과, 가정의학과, 한방내과, 침구과"
경기도 용인시 기흥구 언남동 242번지 4호 채러티디벨로퍼(주),"경기도 용인시 기흥구 구성로 111, 채러티디벨로퍼(주) 2-4층 (언남동)",김상수병원,병원,6,11,36,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
대전광역시 유성구 원내동 802번지,대전광역시 유성구 계백로 927 (원내동),대전코젤병원,병원,26,41,68,소아청소년과
서울특별시 강서구 마곡동 808 이화의대부속서울병원,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",이화여자대학교의과대학부속서울병원,종합병원,1743,418,870,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과보존과, 통합치의학과"
,"충청남도 천안시 서북구 불당25로 226-0, 2~4층 (불당동,골든스퀘어2차)",서울프라임병원,병원,20,30,98,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 영상의학과, 재활의학과, 가정의학과"
부산광역시 강서구 명지동 3240-5,"부산광역시 강서구 명지오션시티4로 95, 2~8, 10층 일부호 (명지동)",웰하이여성아동병원,병원,15,33,42,"내과, 산부인과, 소아청소년과, 피부과, 가정의학과"
,"광주광역시 북구 첨단연신로91번길 42, 첨단써밋센트럴타워 (신용동)",광주바로병원,병원,54,38,114,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과"
,경상북도 포항시 북구 법원로129번길 11-0 (장성동),의료법인 자광의료재단 선우요양병원,요양병원(일반요양병원),9,34,172,"외과, 신경외과, 한방내과"
,광주광역시 광산구 무진대로231번길 30-12 (우산동),하남한방병원,한방병원,3,23,71,"가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과"
경상남도 양산시 중부동 685-4 늘푸른빌딩,"경상남도 양산시 강변로 442, 늘푸른빌딩 3,5,6,7층 (중부동)",단디병원,병원,49,27,87,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과"
광주광역시 남구 방림동 346번지 1호,"광주광역시 남구 용대로 208, 지하1,지상4~7층 (방림동)",사랑샘병원,병원,24,20,59,"내과, 영상의학과"
경기도 의정부시 민락동 808번지,"경기도 의정부시 오목로225번길 115, 4~8층 (민락동)",의정부민락요양병원,요양병원(일반요양병원),34,37,199,"내과, 신경과, 정형외과, 신경외과, 산부인과, 재활의학과, 가정의학과, 한방내과"
,"인천광역시 서구 염곡로464번길 11, 루원탑프라자 4~8층 (가정동)",서울대효청라요양병원,요양병원(일반요양병원),33,36,184,"신경과, 재활의학과, 가정의학과, 한방내과"
서울특별시 강남구 논현동 98-2,"서울특별시 강남구 언주로 728, 2~5,7~10층 (논현동)",미니쉬치과병원,치과병원,4,0,0,"구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과, 구강내과, 예방치과"
인천광역시 부평구 부평동 534번지 26호 지하1층 ~ 5층,"인천광역시 부평구 경원대로 1380, 지하1층 ~ 5층 (부평동)",프라임에스치과교정과치과병원,치과병원,3,0,0,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과"
